Name,Category,Dosage Form,Strength,Indication
Acetoprofen,Antidepressant,Syrup,177 mg,Infection
Acetovir,Antidepressant,Capsule,863 mg,Wound
Acetomycin,Analgesic,Cream,871 mg,Virus
Dextrovir,Antiviral,Tablet,742 mg,Depression
Dextroprofen,Antipyretic,Ointment,747 mg,Wound
Clariphen,Antidiabetic,Injection,723 mg,Diabetes
Acetonazole,Antifungal,Drops,110 mg,Depression
Doloprofen,Antidiabetic,Capsule,450 mg,Pain
Dextronazole,Antidiabetic,Drops,127 mg,Wound
Amoxistatin,Antidiabetic,Cream,657 mg,Pain
Clarivir,Antiviral,Inhaler,923 mg,Pain
Dextrovir,Antiviral,Syrup,121 mg,Virus
Dolophen,Antiviral,Ointment,590 mg,Pain
Cefmet,Antidiabetic,Cream,708 mg,Diabetes
Ibuprocillin,Antidepressant,Ointment,884 mg,Infection
Dolostatin,Antiseptic,Cream,616 mg,Wound
Acetonazole,Antiviral,Tablet,764 mg,Infection
Amoxinazole,Antifungal,Capsule,765 mg,Fungus
Acetomet,Antiseptic,Ointment,213 mg,Fungus
Cefnazole,Antidiabetic,Tablet,548 mg,Wound
Dextrophen,Antiseptic,Ointment,490 mg,Virus
Acetocillin,Antiseptic,Cream,868 mg,Fungus
Acetostatin,Antipyretic,Syrup,291 mg,Infection
Claristatin,Antiviral,Inhaler,571 mg,Depression
Clariprofen,Antibiotic,Drops,499 mg,Fungus
Acetoprofen,Antidepressant,Drops,626 mg,Diabetes
Metomycin,Antiseptic,Capsule,932 mg,Pain
Cefphen,Antifungal,Cream,924 mg,Pain
Dolomycin,Antipyretic,Tablet,726 mg,Depression
Ibuprostatin,Antifungal,Ointment,741 mg,Fungus
Clariprofen,Antidiabetic,Cream,258 mg,Virus
Dextromet,Antibiotic,Capsule,541 mg,Fungus
Amoximycin,Antidepressant,Ointment,414 mg,Wound
Dextronazole,Antidepressant,Drops,381 mg,Depression
Claricillin,Antiviral,Capsule,33 mg,Virus
Dextroprofen,Analgesic,Syrup,151 mg,Fungus
Dolostatin,Antifungal,Ointment,838 mg,Depression
Dextromet,Antidiabetic,Cream,338 mg,Fungus
Dolomycin,Antiviral,Injection,761 mg,Infection
Ibuprophen,Antipyretic,Cream,81 mg,Diabetes
Dextromycin,Antifungal,Cream,668 mg,Fungus
Clarivir,Analgesic,Capsule,341 mg,Infection
Dextrophen,Antibiotic,Injection,968 mg,Wound
Metovir,Antiviral,Cream,828 mg,Infection
Acetomycin,Antiviral,Ointment,898 mg,Diabetes
Clarivir,Antidiabetic,Drops,399 mg,Virus
Ibuprophen,Antipyretic,Capsule,164 mg,Fungus
Dextromet,Antibiotic,Capsule,935 mg,Virus
Metophen,Antiseptic,Cream,558 mg,Virus
Cefmycin,Antibiotic,Cream,83 mg,Depression
Amoximet,Antiviral,Inhaler,995 mg,Virus
Dolocillin,Antiseptic,Cream,763 mg,Infection
Acetomet,Antiseptic,Capsule,555 mg,Depression
Claristatin,Analgesic,Capsule,418 mg,Diabetes
Amoximet,Analgesic,Injection,823 mg,Pain
Dolomycin,Antipyretic,Inhaler,743 mg,Pain
Ibuprostatin,Antiseptic,Inhaler,276 mg,Wound
Metophen,Analgesic,Capsule,756 mg,Fungus
Dolocillin,Antiviral,Ointment,455 mg,Diabetes
Amoxivir,Antiseptic,Drops,245 mg,Pain
Cefprofen,Antiviral,Injection,105 mg,Pain
Dolomet,Antipyretic,Tablet,329 mg,Pain
Ibupromet,Antibiotic,Syrup,420 mg,Fungus
Metonazole,Antiseptic,Injection,943 mg,Depression
Clarimet,Antidepressant,Ointment,947 mg,Fungus
Dextromycin,Antifungal,Cream,960 mg,Pain
Acetocillin,Antifungal,Capsule,444 mg,Fever
Dolovir,Analgesic,Cream,53 mg,Fever
Dextrocillin,Antifungal,Injection,703 mg,Depression
Dextronazole,Analgesic,Inhaler,219 mg,Infection
Dextrophen,Antidiabetic,Drops,989 mg,Infection
Dextrostatin,Analgesic,Tablet,400 mg,Diabetes
Metomycin,Antiviral,Drops,699 mg,Fever
Metoprofen,Antidepressant,Tablet,718 mg,Wound
Dolomycin,Analgesic,Drops,989 mg,Wound
Dextrophen,Antibiotic,Capsule,289 mg,Virus
Amoxistatin,Antiviral,Injection,418 mg,Wound
Dolonazole,Antifungal,Cream,140 mg,Wound
Dextronazole,Antidepressant,Syrup,131 mg,Wound
Ibupromet,Antipyretic,Capsule,472 mg,Depression
Metonazole,Analgesic,Capsule,940 mg,Depression
Clarimycin,Antiviral,Capsule,743 mg,Virus
Amoxinazole,Antidepressant,Capsule,65 mg,Infection
Dolophen,Antibiotic,Cream,93 mg,Fever
Doloprofen,Antidepressant,Tablet,60 mg,Fever
Clarimycin,Antibiotic,Ointment,972 mg,Fever
Clarinazole,Antidepressant,Syrup,467 mg,Wound
Ibupromet,Antidiabetic,Syrup,951 mg,Fungus
Clarivir,Antifungal,Cream,22 mg,Infection
Dolomet,Antidepressant,Cream,829 mg,Virus
Ibupronazole,Antipyretic,Syrup,94 mg,Fever
Acetomycin,Antifungal,Injection,477 mg,Virus
Dextrocillin,Antiseptic,Ointment,72 mg,Wound
Cefphen,Antidiabetic,Injection,429 mg,Infection
Metocillin,Antiseptic,Cream,142 mg,Diabetes
Cefnazole,Antiviral,Ointment,387 mg,Wound
Cefmet,Antiseptic,Cream,13 mg,Fever
Clariphen,Antifungal,Tablet,971 mg,Wound
Acetonazole,Antidiabetic,Syrup,271 mg,Diabetes
Dolonazole,Antidepressant,Ointment,362 mg,Depression
Acetovir,Antiviral,Injection,462 mg,Virus
Dolomet,Antibiotic,Inhaler,549 mg,Wound
Metophen,Analgesic,Injection,353 mg,Infection
Clariphen,Antifungal,Injection,982 mg,Virus
Clariprofen,Antipyretic,Injection,160 mg,Virus
Amoxiphen,Antifungal,Cream,45 mg,Virus
Clarimet,Analgesic,Tablet,910 mg,Fungus
Acetocillin,Antiseptic,Injection,698 mg,Fungus
Dextrostatin,Antiseptic,Inhaler,589 mg,Infection
Dextromycin,Antiseptic,Syrup,187 mg,Depression
Amoxistatin,Antidepressant,Capsule,151 mg,Fungus
Acetomycin,Analgesic,Drops,811 mg,Fungus
Ibupromycin,Antibiotic,Capsule,47 mg,Virus
Metonazole,Antipyretic,Ointment,886 mg,Pain
Clarimet,Antibiotic,Capsule,857 mg,Infection
Metovir,Analgesic,Tablet,642 mg,Infection
Dextromycin,Antipyretic,Tablet,39 mg,Depression
Amoxivir,Antibiotic,Inhaler,181 mg,Fever
Acetonazole,Analgesic,Capsule,796 mg,Depression
Cefphen,Antiviral,Capsule,228 mg,Fever
Ibupromet,Antidepressant,Inhaler,173 mg,Depression
Acetostatin,Antipyretic,Cream,558 mg,Infection
Doloprofen,Antidepressant,Tablet,564 mg,Diabetes
Clariphen,Antiseptic,Inhaler,800 mg,Wound
Dolovir,Antibiotic,Inhaler,688 mg,Diabetes
Amoxivir,Antibiotic,Drops,262 mg,Fungus
Dextronazole,Antidepressant,Inhaler,693 mg,Pain
Claristatin,Antiviral,Injection,22 mg,Virus
Clarivir,Antipyretic,Capsule,926 mg,Pain
Dolomycin,Antipyretic,Injection,339 mg,Virus
Dextrovir,Antidepressant,Syrup,732 mg,Fever
Amoxiprofen,Antidepressant,Syrup,711 mg,Pain
Clarinazole,Analgesic,Tablet,505 mg,Infection
Dextrophen,Antibiotic,Injection,426 mg,Virus
Amoxicillin,Antiseptic,Injection,849 mg,Diabetes
Acetomycin,Antifungal,Cream,277 mg,Pain
Dolonazole,Antiseptic,Drops,404 mg,Wound
Claricillin,Antiseptic,Tablet,101 mg,Wound
Amoxicillin,Antifungal,Ointment,520 mg,Pain
Clarimycin,Antidiabetic,Injection,14 mg,Infection
Dextrovir,Antibiotic,Injection,960 mg,Wound
Amoximet,Antidiabetic,Cream,390 mg,Wound
Dextrocillin,Antiseptic,Drops,681 mg,Virus
Metostatin,Antipyretic,Syrup,792 mg,Fungus
Doloprofen,Antifungal,Syrup,433 mg,Fungus
Clarimycin,Antipyretic,Tablet,543 mg,Fever
Amoximet,Antibiotic,Ointment,686 mg,Infection
Cefvir,Antidiabetic,Injection,387 mg,Virus
Ibupromet,Antiseptic,Ointment,708 mg,Infection
Dolostatin,Antidepressant,Syrup,930 mg,Fever
Ibupronazole,Antiviral,Cream,372 mg,Virus
Metostatin,Antibiotic,Cream,263 mg,Diabetes
Dolophen,Antifungal,Inhaler,779 mg,Virus
Cefphen,Antidiabetic,Tablet,406 mg,Fever
Dextromet,Antidiabetic,Drops,618 mg,Diabetes
Acetoprofen,Antifungal,Ointment,633 mg,Depression
Cefphen,Antibiotic,Capsule,405 mg,Wound
Dextroprofen,Antidiabetic,Ointment,269 mg,Diabetes
Dextrovir,Analgesic,Drops,354 mg,Fever
Cefphen,Antidepressant,Syrup,592 mg,Wound
Ibuproprofen,Antifungal,Syrup,633 mg,Fungus
Amoximet,Antibiotic,Tablet,287 mg,Depression
Dextrovir,Antibiotic,Ointment,75 mg,Virus
Cefcillin,Antiviral,Injection,702 mg,Virus
Amoxistatin,Antiviral,Inhaler,213 mg,Fever
Clarinazole,Antipyretic,Drops,957 mg,Virus
Cefmet,Antipyretic,Cream,987 mg,Diabetes
Acetocillin,Antiseptic,Tablet,999 mg,Virus
Cefmet,Analgesic,Capsule,475 mg,Virus
Clarivir,Antipyretic,Injection,164 mg,Fungus
Dolonazole,Antibiotic,Drops,535 mg,Fungus
Metostatin,Antiseptic,Injection,942 mg,Fever
Cefvir,Antiseptic,Tablet,5 mg,Diabetes
Cefmycin,Analgesic,Drops,401 mg,Diabetes
Acetovir,Antidiabetic,Syrup,705 mg,Diabetes
Metonazole,Antidiabetic,Inhaler,866 mg,Fungus
Dolonazole,Antibiotic,Capsule,817 mg,Wound
Amoxiprofen,Antiviral,Ointment,910 mg,Wound
Dolovir,Antiviral,Ointment,599 mg,Fungus
Dextroprofen,Antipyretic,Injection,616 mg,Depression
Clarimet,Analgesic,Injection,831 mg,Pain
Dextrophen,Antibiotic,Syrup,117 mg,Depression
Metonazole,Antiseptic,Syrup,546 mg,Virus
Metoprofen,Antidepressant,Ointment,908 mg,Wound
Amoxivir,Antiviral,Syrup,651 mg,Diabetes
Ibupromycin,Antibiotic,Syrup,733 mg,Virus
Cefvir,Antiseptic,Drops,282 mg,Wound
Doloprofen,Antiseptic,Tablet,516 mg,Virus
Metomet,Antidepressant,Drops,150 mg,Diabetes
Dextronazole,Antiseptic,Capsule,421 mg,Fungus
Clarinazole,Antipyretic,Drops,117 mg,Fever
Dextromycin,Antipyretic,Capsule,703 mg,Virus
Dextronazole,Antidiabetic,Capsule,179 mg,Wound
Dolovir,Antidiabetic,Syrup,634 mg,Fever
Dextrophen,Antiseptic,Inhaler,362 mg,Fungus
Dextrocillin,Analgesic,Inhaler,865 mg,Diabetes
Acetovir,Antifungal,Syrup,508 mg,Depression
Metomet,Antidiabetic,Injection,5 mg,Virus
Acetomycin,Antipyretic,Syrup,946 mg,Depression
Dolovir,Analgesic,Cream,771 mg,Fever
Dextromet,Antidiabetic,Inhaler,623 mg,Fungus
Ibuprovir,Antiviral,Ointment,437 mg,Depression
Clariprofen,Antipyretic,Inhaler,453 mg,Fungus
Metomycin,Antipyretic,Injection,270 mg,Depression
Cefmycin,Antiviral,Capsule,699 mg,Diabetes
Clarimycin,Antiseptic,Syrup,646 mg,Virus
Ibupromycin,Antidiabetic,Inhaler,21 mg,Wound
Ibuprocillin,Antiviral,Injection,953 mg,Diabetes
Dolostatin,Antifungal,Cream,336 mg,Fever
Acetomet,Antifungal,Inhaler,893 mg,Pain
Dextrovir,Antidiabetic,Cream,920 mg,Fever
Dextrovir,Analgesic,Drops,290 mg,Fever
Cefvir,Analgesic,Tablet,510 mg,Infection
Dextromet,Antidepressant,Drops,378 mg,Wound
Ibupronazole,Antiviral,Capsule,253 mg,Pain
Metomet,Analgesic,Injection,683 mg,Diabetes
Dolovir,Antidiabetic,Syrup,564 mg,Pain
Ibupromycin,Antiseptic,Cream,7 mg,Depression
Dolophen,Antidiabetic,Injection,533 mg,Fungus
Metophen,Antipyretic,Injection,442 mg,Pain
Amoxicillin,Antiseptic,Inhaler,761 mg,Infection
Ibuprophen,Antipyretic,Cream,789 mg,Fever
Amoxistatin,Antipyretic,Tablet,335 mg,Infection
Clarimycin,Antidepressant,Capsule,272 mg,Virus
Metoprofen,Antiseptic,Drops,447 mg,Fever
Acetophen,Antidepressant,Ointment,281 mg,Depression
Amoxiphen,Antifungal,Drops,424 mg,Fungus
Metocillin,Antifungal,Syrup,678 mg,Fungus
Amoxiphen,Antipyretic,Cream,501 mg,Infection
Amoxinazole,Antiviral,Drops,297 mg,Wound
Claricillin,Antiseptic,Ointment,929 mg,Infection
Ibuprovir,Antibiotic,Ointment,725 mg,Infection
Dolocillin,Antidiabetic,Tablet,163 mg,Virus
Amoximet,Antifungal,Capsule,912 mg,Pain
Dolocillin,Antiseptic,Capsule,505 mg,Fungus
Ibupromycin,Antidepressant,Drops,205 mg,Pain
Ibupromycin,Antiviral,Ointment,543 mg,Diabetes
Dolomet,Antidepressant,Injection,807 mg,Fever
Dolocillin,Antipyretic,Cream,109 mg,Infection
Clariphen,Antidiabetic,Ointment,632 mg,Depression
Ibuprostatin,Antidepressant,Syrup,27 mg,Fungus
Clarimet,Analgesic,Ointment,158 mg,Fever
Dolophen,Antidepressant,Capsule,273 mg,Diabetes
Acetoprofen,Antidepressant,Ointment,1 mg,Fungus
Acetovir,Antifungal,Injection,451 mg,Fever
Dextrophen,Antiviral,Tablet,235 mg,Fever
Cefprofen,Antidepressant,Drops,242 mg,Depression
Ibuproprofen,Analgesic,Capsule,270 mg,Virus
Cefvir,Antibiotic,Capsule,321 mg,Diabetes
Acetomet,Antiviral,Ointment,157 mg,Fungus
Amoximet,Antipyretic,Drops,967 mg,Infection
Metovir,Antiviral,Drops,338 mg,Wound
Dolomycin,Antipyretic,Syrup,609 mg,Diabetes
Dextrophen,Antiseptic,Inhaler,229 mg,Fungus
Ibupronazole,Antidepressant,Inhaler,218 mg,Fungus
Acetomet,Antiseptic,Injection,212 mg,Depression
Acetocillin,Antipyretic,Inhaler,906 mg,Diabetes
Dextrocillin,Antibiotic,Injection,429 mg,Diabetes
Ibuproprofen,Antipyretic,Tablet,401 mg,Infection
Cefmycin,Antiseptic,Capsule,688 mg,Fever
Acetomet,Antifungal,Drops,259 mg,Depression
Metostatin,Antiviral,Capsule,815 mg,Wound
Acetoprofen,Antipyretic,Cream,825 mg,Virus
Acetomet,Antibiotic,Ointment,570 mg,Infection
Cefprofen,Antiviral,Inhaler,877 mg,Pain
Dextromet,Antidiabetic,Drops,960 mg,Fungus
Metonazole,Antiseptic,Drops,83 mg,Diabetes
Dextrovir,Antipyretic,Capsule,93 mg,Fungus
Metomycin,Antipyretic,Drops,594 mg,Fungus
Metonazole,Antidiabetic,Cream,170 mg,Depression
Acetomycin,Antibiotic,Ointment,599 mg,Pain
Ibuproprofen,Antidepressant,Syrup,584 mg,Fever
Amoxinazole,Antipyretic,Injection,989 mg,Diabetes
Amoxistatin,Antidiabetic,Capsule,897 mg,Wound
Clarimycin,Antiseptic,Inhaler,659 mg,Pain
Claristatin,Antidiabetic,Drops,166 mg,Diabetes
Metovir,Antibiotic,Ointment,128 mg,Virus
Cefmet,Analgesic,Cream,602 mg,Depression
Dolonazole,Analgesic,Capsule,619 mg,Diabetes
Metoprofen,Antidepressant,Inhaler,308 mg,Virus
Amoxinazole,Antipyretic,Syrup,153 mg,Virus
Dolostatin,Analgesic,Injection,536 mg,Virus
Cefcillin,Antidepressant,Cream,122 mg,Wound
Dolovir,Analgesic,Capsule,999 mg,Depression
Clarinazole,Antiseptic,Tablet,800 mg,Diabetes
Metomycin,Analgesic,Syrup,474 mg,Diabetes
Cefphen,Antiseptic,Cream,874 mg,Wound
Dolomycin,Antibiotic,Inhaler,371 mg,Virus
Cefmycin,Antidiabetic,Drops,483 mg,Fever
Dextronazole,Antifungal,Capsule,66 mg,Infection
Acetomycin,Antiviral,Tablet,139 mg,Virus
Dolocillin,Antidepressant,Injection,896 mg,Wound
Dextrovir,Antifungal,Tablet,826 mg,Diabetes
Acetomycin,Antibiotic,Cream,796 mg,Diabetes
Clarinazole,Antipyretic,Syrup,352 mg,Depression
Acetophen,Antipyretic,Ointment,916 mg,Infection
Cefprofen,Antibiotic,Ointment,331 mg,Fever
Cefprofen,Antidiabetic,Ointment,675 mg,Fungus
Dolomet,Antiseptic,Syrup,941 mg,Depression
Dextroprofen,Antifungal,Drops,918 mg,Fungus
Acetonazole,Antidiabetic,Injection,47 mg,Depression
Cefphen,Antiviral,Tablet,599 mg,Fungus
Ibupronazole,Antidepressant,Drops,491 mg,Fungus
Acetovir,Antidepressant,Cream,579 mg,Diabetes
Metomycin,Antifungal,Inhaler,921 mg,Depression
Dolomet,Antifungal,Ointment,328 mg,Fever
Clariprofen,Antidiabetic,Injection,7 mg,Depression
Cefmet,Antifungal,Ointment,341 mg,Infection
Dolovir,Antidiabetic,Capsule,111 mg,Wound
Clarivir,Antiviral,Capsule,701 mg,Virus
Ibuproprofen,Antiseptic,Syrup,932 mg,Diabetes
Claricillin,Antiviral,Syrup,922 mg,Wound
Metocillin,Antifungal,Inhaler,359 mg,Diabetes
Metomycin,Antidepressant,Injection,975 mg,Fever
Acetophen,Antidepressant,Syrup,985 mg,Infection
Cefstatin,Antifungal,Syrup,522 mg,Depression
Clariphen,Antifungal,Injection,486 mg,Fever
Dolomycin,Analgesic,Ointment,292 mg,Diabetes
Clarimycin,Antidiabetic,Capsule,504 mg,Fever
Dextromet,Antidepressant,Ointment,251 mg,Fever
Clarivir,Antipyretic,Drops,433 mg,Diabetes
Acetomet,Antibiotic,Injection,882 mg,Pain
Cefmycin,Antifungal,Ointment,456 mg,Wound
Dextromet,Antidepressant,Inhaler,970 mg,Fever
Cefprofen,Antidepressant,Drops,862 mg,Fever
Acetonazole,Antiviral,Inhaler,825 mg,Wound
Ibuprovir,Antidiabetic,Injection,615 mg,Virus
Ibuprovir,Antidepressant,Tablet,126 mg,Infection
Cefphen,Antibiotic,Drops,261 mg,Wound
Metomycin,Antidepressant,Inhaler,126 mg,Fungus
Dolocillin,Analgesic,Injection,204 mg,Wound
Ibupromycin,Antibiotic,Injection,900 mg,Wound
Claristatin,Antidiabetic,Ointment,838 mg,Pain
Clarimycin,Antiviral,Inhaler,183 mg,Fever
Ibuprocillin,Analgesic,Capsule,273 mg,Diabetes
Amoxinazole,Antiviral,Syrup,726 mg,Virus
Dextrostatin,Analgesic,Ointment,596 mg,Virus
Ibuprocillin,Antifungal,Inhaler,15 mg,Virus
Claricillin,Antibiotic,Tablet,673 mg,Wound
Ibuproprofen,Antipyretic,Ointment,920 mg,Fever
Metoprofen,Antiviral,Cream,927 mg,Pain
Cefvir,Antidiabetic,Capsule,178 mg,Infection
Dolostatin,Antiviral,Syrup,899 mg,Virus
Cefnazole,Analgesic,Drops,132 mg,Fungus
Dolonazole,Antiviral,Syrup,337 mg,Pain
Clarivir,Antidiabetic,Syrup,971 mg,Fever
Dextrovir,Antibiotic,Ointment,804 mg,Depression
Acetoprofen,Antidepressant,Tablet,74 mg,Diabetes
Acetocillin,Antidepressant,Cream,571 mg,Virus
Amoxistatin,Analgesic,Ointment,61 mg,Virus
Cefphen,Antibiotic,Drops,893 mg,Depression
Amoximycin,Analgesic,Injection,88 mg,Depression
Dolostatin,Antiviral,Syrup,282 mg,Diabetes
Dolomet,Antiseptic,Tablet,319 mg,Fungus
Dextroprofen,Antiseptic,Syrup,671 mg,Fever
Acetostatin,Antipyretic,Ointment,784 mg,Diabetes
Dolophen,Antidiabetic,Drops,105 mg,Infection
Acetomycin,Antidepressant,Capsule,605 mg,Fungus
Clarimet,Antidiabetic,Tablet,570 mg,Diabetes
Dolocillin,Antidepressant,Injection,41 mg,Wound
Metocillin,Antibiotic,Syrup,708 mg,Pain
Claricillin,Antifungal,Drops,210 mg,Virus
Metophen,Antiviral,Cream,532 mg,Virus
Dolophen,Antipyretic,Capsule,567 mg,Diabetes
Acetocillin,Antibiotic,Ointment,355 mg,Diabetes
Ibupronazole,Antipyretic,Syrup,187 mg,Infection
Metonazole,Antipyretic,Ointment,610 mg,Wound
Cefmycin,Antidepressant,Inhaler,913 mg,Virus
Amoxiphen,Antibiotic,Capsule,70 mg,Wound
Metonazole,Antifungal,Capsule,283 mg,Fever
Metomet,Analgesic,Inhaler,756 mg,Infection
Amoximycin,Antibiotic,Tablet,784 mg,Fever
Acetonazole,Antipyretic,Cream,635 mg,Virus
Amoximycin,Antibiotic,Cream,740 mg,Infection
Dolomet,Antiviral,Inhaler,603 mg,Depression
Acetostatin,Antipyretic,Injection,488 mg,Wound
Amoxicillin,Antibiotic,Inhaler,752 mg,Wound
Ibuproprofen,Antidepressant,Injection,420 mg,Fungus
Acetovir,Antiviral,Inhaler,222 mg,Diabetes
Amoxinazole,Analgesic,Ointment,760 mg,Diabetes
Metomycin,Analgesic,Cream,367 mg,Diabetes
Doloprofen,Antidepressant,Syrup,116 mg,Pain
Cefcillin,Antidepressant,Inhaler,571 mg,Pain
Dextrovir,Antidiabetic,Injection,2 mg,Virus
Metomycin,Antiseptic,Syrup,559 mg,Diabetes
Acetoprofen,Antiseptic,Syrup,993 mg,Wound
Dextromycin,Antiseptic,Tablet,297 mg,Fungus
Acetomet,Antidiabetic,Syrup,180 mg,Infection
Ibupromet,Antifungal,Syrup,537 mg,Virus
Metophen,Antifungal,Inhaler,659 mg,Depression
Amoxiprofen,Antipyretic,Inhaler,262 mg,Depression
Cefstatin,Antiviral,Cream,553 mg,Wound
Amoxinazole,Antipyretic,Drops,474 mg,Depression
Doloprofen,Antifungal,Capsule,503 mg,Pain
Metostatin,Analgesic,Injection,963 mg,Fungus
Ibuproprofen,Antipyretic,Drops,176 mg,Diabetes
Dolostatin,Antidepressant,Cream,914 mg,Wound
Dolocillin,Antidiabetic,Capsule,254 mg,Diabetes
Metomycin,Antipyretic,Inhaler,384 mg,Fungus
Dextronazole,Antiviral,Cream,623 mg,Fever
Dextrovir,Antifungal,Drops,214 mg,Pain
Ibuprostatin,Antidiabetic,Capsule,463 mg,Depression
Clariprofen,Antidepressant,Cream,377 mg,Diabetes
Cefvir,Antibiotic,Injection,427 mg,Infection
Dolovir,Antiseptic,Inhaler,432 mg,Pain
Dolovir,Antifungal,Syrup,802 mg,Wound
Metophen,Antiviral,Tablet,745 mg,Fungus
Cefvir,Antidiabetic,Drops,846 mg,Wound
Amoxiprofen,Antiseptic,Cream,709 mg,Fever
Cefvir,Antiseptic,Injection,688 mg,Infection
Metophen,Antidiabetic,Inhaler,42 mg,Fungus
Clarimet,Antibiotic,Inhaler,704 mg,Depression
Dextromet,Antidiabetic,Syrup,689 mg,Fever
Clariprofen,Antifungal,Tablet,107 mg,Infection
Acetovir,Analgesic,Inhaler,748 mg,Virus
Amoxiprofen,Analgesic,Cream,852 mg,Diabetes
Cefphen,Analgesic,Capsule,5 mg,Virus
Metomycin,Analgesic,Drops,321 mg,Fever
Ibupromycin,Antifungal,Injection,598 mg,Fever
Metoprofen,Antidepressant,Capsule,697 mg,Fever
Cefstatin,Antibiotic,Capsule,244 mg,Fever
Ibuprostatin,Antiseptic,Drops,901 mg,Diabetes
Acetovir,Antidepressant,Injection,220 mg,Virus
Dolostatin,Antifungal,Inhaler,615 mg,Fungus
Acetomet,Antipyretic,Injection,585 mg,Diabetes
Cefcillin,Antidiabetic,Injection,148 mg,Pain
Metostatin,Antidepressant,Tablet,442 mg,Pain
Claristatin,Antiseptic,Injection,963 mg,Virus
Claricillin,Antidiabetic,Injection,114 mg,Infection
Dolostatin,Antidiabetic,Capsule,514 mg,Wound
Cefphen,Antidepressant,Tablet,382 mg,Infection
Dextroprofen,Antiviral,Cream,938 mg,Infection
Acetoprofen,Antiseptic,Tablet,922 mg,Fungus
Amoxicillin,Analgesic,Injection,976 mg,Pain
Metovir,Antifungal,Cream,101 mg,Fever
Acetovir,Antifungal,Capsule,186 mg,Pain
Amoxistatin,Antidepressant,Inhaler,360 mg,Fever
Metoprofen,Antiviral,Capsule,519 mg,Infection
Claristatin,Antidepressant,Inhaler,826 mg,Infection
Cefprofen,Antiviral,Ointment,398 mg,Depression
Dolonazole,Analgesic,Injection,689 mg,Wound
Dextrophen,Antibiotic,Injection,314 mg,Fever
Dolocillin,Antidiabetic,Inhaler,422 mg,Wound
Cefvir,Antiviral,Cream,155 mg,Virus
Ibuprovir,Analgesic,Syrup,565 mg,Wound
Amoxiprofen,Antiviral,Syrup,814 mg,Pain
Metovir,Antifungal,Drops,2 mg,Fever
Dextromet,Analgesic,Tablet,143 mg,Fungus
Amoxistatin,Antidiabetic,Injection,998 mg,Fever
Ibupromycin,Antifungal,Drops,30 mg,Diabetes
Clarimycin,Antiviral,Capsule,361 mg,Pain
Dextrovir,Antidepressant,Injection,470 mg,Diabetes
Acetoprofen,Antipyretic,Drops,475 mg,Infection
Dextroprofen,Analgesic,Cream,489 mg,Wound
Dextrophen,Antiseptic,Ointment,416 mg,Infection
Dextronazole,Antifungal,Capsule,86 mg,Infection
Clarinazole,Antidiabetic,Cream,619 mg,Wound
Amoxicillin,Antiviral,Capsule,208 mg,Fungus
Dolocillin,Analgesic,Inhaler,497 mg,Pain
Dolomycin,Antibiotic,Ointment,652 mg,Fever
Cefphen,Antidiabetic,Injection,945 mg,Virus
Ibuproprofen,Antibiotic,Ointment,82 mg,Pain
Metocillin,Antidepressant,Tablet,200 mg,Fungus
Dextrostatin,Antibiotic,Syrup,440 mg,Fever
Dolocillin,Antifungal,Inhaler,474 mg,Fungus
Ibupronazole,Antiviral,Tablet,661 mg,Diabetes
Acetostatin,Antipyretic,Ointment,944 mg,Virus
Clarimet,Antipyretic,Tablet,637 mg,Infection
Doloprofen,Analgesic,Cream,885 mg,Diabetes
Dextrophen,Antidepressant,Tablet,771 mg,Diabetes
Cefmet,Antiseptic,Injection,789 mg,Depression
Acetoprofen,Analgesic,Tablet,497 mg,Virus
Clarivir,Analgesic,Capsule,378 mg,Diabetes
Clariprofen,Antiviral,Inhaler,5 mg,Pain
Clarivir,Antidiabetic,Capsule,750 mg,Wound
Metomet,Antibiotic,Drops,82 mg,Wound
Dolomycin,Antidiabetic,Syrup,327 mg,Virus
Acetomet,Antidiabetic,Syrup,804 mg,Depression
Dolomet,Antiseptic,Capsule,725 mg,Wound
Amoxiphen,Antiviral,Inhaler,486 mg,Depression
Cefmet,Antiseptic,Inhaler,36 mg,Infection
Amoxinazole,Antiseptic,Ointment,86 mg,Diabetes
Amoximet,Antidepressant,Ointment,931 mg,Wound
Claristatin,Antidepressant,Inhaler,543 mg,Pain
Acetostatin,Antipyretic,Cream,8 mg,Fever
Dextrovir,Antifungal,Drops,822 mg,Virus
Acetovir,Analgesic,Inhaler,514 mg,Wound
Ibuprovir,Antipyretic,Syrup,2 mg,Depression
Metostatin,Antifungal,Tablet,787 mg,Fungus
Dextrocillin,Antidiabetic,Tablet,675 mg,Diabetes
Acetostatin,Antidepressant,Capsule,233 mg,Pain
Dolomycin,Antifungal,Inhaler,18 mg,Fungus
Cefcillin,Antidiabetic,Capsule,902 mg,Wound
Cefstatin,Antiviral,Inhaler,996 mg,Wound
Cefphen,Antipyretic,Injection,239 mg,Pain
Amoxinazole,Analgesic,Capsule,842 mg,Virus
Ibuprophen,Antipyretic,Cream,407 mg,Depression
Cefvir,Antibiotic,Injection,296 mg,Infection
Dolonazole,Antidiabetic,Capsule,603 mg,Depression
Dolostatin,Antidepressant,Inhaler,901 mg,Virus
Metonazole,Antiviral,Cream,908 mg,Depression
Ibuprostatin,Analgesic,Ointment,753 mg,Diabetes
Cefcillin,Analgesic,Injection,511 mg,Depression
